Name,Category,URL,Comment
Unknown,generic,http://media.dfnbd.net,
Unknown,generic,http://www.dotinternetbd.com,
Unknown,generic,http://dflix.live,
Unknown,generic,http://fs1.dflix.live,
Unknown,generic,http://www.evonetbd.com,
Unknown,generic,https://dreamnetbd.com,
Unknown,generic,http://bddreamnet.blogspot.com,
Unknown,generic,http://www.bdlan.net,
Unknown,generic,http://103.102.27.170,
Unknown,generic,http://www.cinebioscope.com,
Unknown,generic,http://midiplex.net,
Unknown,generic,http://cdn.midiplex.net,
Unknown,generic,http://103.195.1.50,
Unknown,generic,http://www.tajpata.com,
Unknown,generic,http://file.tajpata.com,
Unknown,generic,http://bitflixbd.com,
Unknown,generic,http://khulnaflix.net,
Unknown,generic,http://file.khulnaflix.net,
Unknown,generic,http://www.swiftnetbd.com,
Unknown,generic,http://103.85.235.254,
Unknown,generic,https://www.anosbd.com,
Unknown,generic,https://www.anosbd.com/ftp,
Unknown,generic,http://www.bdspeed.com,
Unknown,generic,https://moviescounterhd.club,
Unknown,generic,http://www.netmatrixbd.com,
Unknown,generic,http://www.bolmovies.com,
Unknown,generic,http://videoelephantbd.com,
Unknown,generic,http://uturnbd.live,
Unknown,generic,http://172.16.16.3,
Unknown,generic,http://172.16.16.5,
Unknown,generic,http://172.16.16.6,
Unknown,generic,https://www.rainbownetworkbd.com,
Unknown,generic,http://cinemacity.live,
Unknown,generic,http://deshonlinebd.com,
Unknown,generic,https://asiannetworkbd.net,
Unknown,generic,http://ftp.com.bd,
Unknown,generic,https://www.yellownetbd.com,
Unknown,generic,https://www.yellownetbd.com/ftp,
Unknown,generic,http://www.furiousnet.net,
Unknown,generic,http://media.furiousnet.net,
Unknown,generic,https://www.tetrasoftbd.com,
Unknown,generic,http://tetraplex.net.bd,
Unknown,generic,https://www.sknetcity.com,
Unknown,generic,https://fastplex.net,
Unknown,generic,https://www.iflix.com,
Unknown,generic,http://leadtechnologybd.com,
Unknown,generic,http://quickonlineftp.com,
Unknown,generic,https://slnisp.com.bd,
Unknown,generic,https://www.skynetbd.net,
Unknown,generic,http://sbnetworkbd.com,
Unknown,generic,https://www.powernetbd.com,
Unknown,generic,https://easyitbd.com,
Unknown,generic,http://103.112.63.21,
Unknown,generic,http://103.70.140.14,
Unknown,generic,https://sparklinkbd.com,
Unknown,generic,http://www.fnetctg.com/index.php/bdix-list,
Unknown,generic,http://flashnetbd.com,
Unknown,generic,https://sparknetbd.com,
Unknown,generic,http://www.focusonlinectg.com,
Unknown,generic,http://www.fnfonlinebd.com,
Unknown,generic,http://103.82.8.194,
Unknown,generic,http://movies.fnfonlinebd.com,
Unknown,generic,http://www.winneritbd.com,
Unknown,generic,https://ssonlinebd.com,
Unknown,generic,https://alifanet.com,
Unknown,generic,http://serverbd247.com,
Unknown,generic,http://globalcommunicationbd.com,
Unknown,generic,https://msmonlinebd.com,
Unknown,generic,http://www.dhakadownload.com,
Unknown,generic,http://dhakaiptv.com,
Unknown,generic,https://btekbd.com,
Unknown,generic,https://netcomisp.net,
Unknown,generic,http://www.flashnetbd.com,
Unknown,generic,http://203.83.177.225,
Unknown,generic,http://imonlineisp.net,
Unknown,generic,http://www.arafnetbd.com,
Unknown,generic,http://www.univisionbd.net,
Unknown,generic,https://www.skybizbd.net,
Unknown,generic,https://www.applenetbd.com,
Unknown,generic,https://supernetbd.com,
Unknown,generic,http://supernetsenbag.com,
Unknown,generic,http://www.movieserver.net,
Unknown,generic,https://skynetonlinebd.net,
Unknown,generic,http://www.roarzone.info,
Unknown,generic,http://roarmediazone.com,
Unknown,generic,https://rapidnetbd.com,
Unknown,generic,https://rapidnetbd.com/FTP.html,
Unknown,generic,https://mlwbd.pw,
Unknown,generic,https://bonsaihd.live,
Unknown,generic,https://basnetbd.com,
Unknown,generic,http://movie.basnetbd.com,
Unknown,generic,http://103.126.12.226/allmovies.php?page=1&entries=64&sort=DESC&w=grid,
Unknown,generic,http://162.12.215.254,
Unknown,generic,http://gpisp.net,
Unknown,generic,http://www.onnosomoy.com:8096/web/index.html#!/startup/login.html?serverId=89ea8d6de5814c3b93294ebba34da8bd,
Unknown,generic,http://mtbsl.com,
Unknown,generic,http://bdix.mtbsl.com/server.php,
Unknown,generic,http://exploreonlinebd.net,
Unknown,generic,http://103.222.20.150,
Unknown,generic,http://103.85.160.7,
Unknown,generic,http://netcode.live/netcodemedia,
Unknown,generic,http://202.94.164.102,
Unknown,generic,http://unique24.net,
Unknown,generic,http://media.unique24.net,
Unknown,generic,https://rioctg.blogspot.com,
Unknown,generic,http://3netbd.com,
Unknown,generic,https://epnetbd.com,
Unknown,generic,http://www.focusonlinectg.com,
Unknown,generic,http://focusflix.com/ftp,
Unknown,generic,http://103.214.200.94,
Unknown,generic,http://data.kenecolor.com,
Unknown,generic,http://spidercommunicationbd.com,
Unknown,generic,http://bdix.hitechisp.com,
Unknown,generic,https://www.cybernetbd.com,
Unknown,generic,http://www.tnetftp.com,
Unknown,generic,http://greetingsonlinebd.com,
Unknown,generic,http://103.133.175.242/80,
Unknown,generic,http://mybdix.com,
Unknown,generic,https://ddnbd.com,
Unknown,generic,http://www.plus.net.bd,
Unknown,generic,http://inoxbd.com,
Unknown,generic,http://mars.bolbd.net,
Unknown,generic,https://activembd.com,
Unknown,generic,https://activembd.com/internet/ftp-server,
Unknown,generic,https://srnetworks.webs.com,
Unknown,generic,https://srnetworks.webs.com/ftp-live-tv,
Unknown,generic,https://mahirbd.com,
Unknown,generic,https://mahirbd.com/media.php,
Unknown,generic,http://103.29.127.14,
Unknown,generic,http://media.zerointernet.net,
Unknown,generic,http://103.96.36.115,
Unknown,generic,http://www.freedomonlinebd.com,
Unknown,generic,https://realstation.live,
Unknown,generic,https://digitalbroadband.com.bd,
Unknown,generic,http://www.agcommunication.net,
Unknown,generic,https://f4internetsolution.com,
Unknown,generic,http://172.2.2.2:80,
Unknown,generic,http://f4cineplex.myftp.org,
Unknown,generic,https://speednetkhulna.com,
Unknown,generic,http://speed4you.net,
Unknown,generic,https://ismart.net.bd,
Unknown,generic,http://www.candybd.net,
Unknown,generic,https://cnetworkbd.net,
Unknown,generic,http://www.candybd.net,
Unknown,generic,http://www.linkinnet.net,
Unknown,generic,https://internetzonebd.com,
Unknown,generic,https://ibdplex.net,
Unknown,generic,https://yesnetcommunication.com,
Unknown,generic,https://mytlinkbd.net,
Unknown,generic,http://www.mycybernest.com,
Unknown,generic,https://103.91.53.248,
Unknown,generic,http://www.bograonlinebd.com,
Unknown,generic,http://www.beeflix.biz,
Unknown,generic,https://sites.google.com/view/amberitservers,
Unknown,generic,https://rlcafenet.com,
Unknown,generic,https://www.netinfobd.com,
Unknown,generic,https://btekbd.com,
Unknown,generic,http://osthir.net,
Unknown,generic,http://www.a1cyberlinkbd.com,
Unknown,generic,http://www.mariumnetwork.com,
Unknown,generic,http://103.115.82.254,
Unknown,generic,http://medialink24.net,
Unknown,generic,http://timenai.com,
Unknown,generic,https://www.bmnetworkbd.tk,
Unknown,generic,http://www.smartnetltd.com,
Unknown,generic,http://movie.smartnetltd.com,
Unknown,generic,http://arishabd.net,
Unknown,generic,https://abibd.com,
Unknown,generic,https://www.lizaonlinebd.com,
Unknown,generic,http://10.10.10.10,
Unknown,generic,https://rsnetbd.com,
Unknown,generic,https://cueclub.com.bd,
Unknown,generic,https://www.worldbd.net,
Unknown,generic,http://portal.worldbd.net,
Unknown,generic,http://172.102.0.3,
Unknown,generic,http://103.251.247.147,
Unknown,generic,https://speedo.net.bd,
Unknown,generic,https://iboxbd.club,
Unknown,generic,http://103.135.208.2,
Unknown,generic,http://iboxbd.online,
Unknown,generic,http://172.20.0.19,
Unknown,generic,http://172.20.0.20,
Unknown,generic,http://diginetbd.net,
Unknown,generic,http://mcplexbangla.com,
Unknown,generic,http://ctgoz.com,
Unknown,generic,http://172.30.2.14,
Unknown,generic,http://www.adharalo.com,
Unknown,generic,http://ghatailonline.net,
Unknown,generic,https://snsbd.net,
Unknown,generic,https://bondhuitbd.com,
Unknown,generic,http://smiledotnet.xyz,
Unknown,generic,https://www.gnetworkbd.com,
Unknown,generic,http://www.rdconlinebd.net,
Unknown,generic,https://presslinkbd.net,
Unknown,generic,https://webrangers.net,
Unknown,generic,https://taltola.net,
Unknown,generic,http://146.196.48.9,
Unknown,generic,http://146.196.48.10,
Unknown,generic,https://crazynetbd.com,
Unknown,generic,http://www.ectlink.com,
Unknown,generic,http://download.ectlink.com,
Unknown,generic,https://ifra.network,
Unknown,generic,http://103.110.126.146:8000,
Unknown,generic,http://todayvisionbd.com,
Unknown,generic,https://www.smiritycable.com,
Unknown,generic,https://sardernet.com,
Unknown,generic,http://smartonlinebd.com,
Unknown,generic,https://ctgoz.com,
Unknown,generic,http://www.avabdnet.com,
Unknown,generic,http://fs1.mebd.net,
Unknown,generic,http://jhakkas.live,
Unknown,generic,http://bmitbd.com,
Unknown,generic,http://www.friendsonlinebd.com,
Unknown,generic,http://www.bhuiyan-online.com,
Unknown,generic,http://rahulenterprise.net,
Unknown,generic,https://fastnetbd.org,
Unknown,generic,http://192.168.100.5/fastnet,
Unknown,generic,http://cloudone.com.bd,
Unknown,generic,http://www.c1movies.com,
Unknown,generic,http://bdmovies.net,
Unknown,generic,http://zoomonline.com.bd,
Unknown,generic,http://mirpurnetbd.com,
Unknown,generic,https://the-potato.net,
Unknown,generic,http://www.uniqueonlinebd.com,
Unknown,generic,http://www.jannatmirinternetservice.com,
Unknown,generic,https://www.bd7hub.net,
Unknown,generic,https://www.gnetinternet.com,
Unknown,generic,https://ftp1.bdix.com.bd,
Unknown,generic,https://ftp2.bdix.com.bd,
Unknown,generic,https://ftp3.bdix.com.bd,
Unknown,generic,https://ftp4.bdix.com.bd,
Unknown,generic,https://ftp5.bdix.com.bd,
Unknown,generic,https://media.bdix.com.bd,
Unknown,generic,https://movie.bdix.com.bd,
Unknown,generic,https://bdix.com.bd/mainweb/list.html,
Unknown,generic,https://kbnonlinebd.net,
Unknown,generic,http://filmguro.site,
Unknown,generic,http://citynetbd.com,
Unknown,generic,https://www.citynet.live,
Unknown,generic,https://itnetzone.com,
Unknown,generic,https://www.runwaybroadband.com/media-server,
Unknown,generic,https://www.flynetbd.com,
Unknown,generic,https://applelinkbd.net,
Unknown,generic,https://quetelbd.net,
Unknown,generic,http://www.as-bd.net,
Unknown,generic,https://www.fastcyber.net,
Unknown,generic,https://www.vibebd.com,
Unknown,generic,http://www.mixonbd.com,
Unknown,generic,https://ditbd.net,
Unknown,generic,http://172.27.100.3,
Unknown,generic,https://www.hkonline.com.bd,
Unknown,generic,http://www.chillbd.net,
Unknown,generic,http://www.intrepidbd.com,
Unknown,generic,http://192.168.100.16,
Unknown,generic,http://192.168.100.16:8096,
Unknown,generic,https://www.businesszone.com.bd,
Unknown,generic,http://www.zipnetbd.com,
Unknown,generic,https://www.novusnetworkbd.com,
Unknown,generic,http://www.megaplexbd.com,
Unknown,generic,https://touchonline.net.bd,
Unknown,generic,https://zoomonlinebd.net,
Unknown,generic,https://addanetwork.net,
Unknown,generic,http://karsannet.com,
Unknown,generic,http://103.219.232.190,
Unknown,generic,http://www.ctgtel.net,
Unknown,generic,https://yesnetcommunication.com,
Unknown,generic,http://www.enjoy.net.bd,
Unknown,generic,http://103.115.82.254,
Unknown,generic,https://jonycable.com,
Unknown,generic,https://www.dreamonlinebd.com,
Unknown,generic,http://megaflix.tv,
Unknown,generic,https://www.alibabanetwork.net,
Unknown,generic,http://www.yournetcommunications.net,
Unknown,generic,http://swapnonetwork.net,
Unknown,generic,http://neefit.net,
Unknown,generic,https://ibds.net.bd,
Unknown,generic,http://chayachobi.net,
Unknown,generic,http://172.16.16.16,
Unknown,generic,https://onsbd.net,
Unknown,generic,http://www.netonlinebd.com,
Unknown,generic,https://kmnbd.net,
Unknown,generic,http://kawsarit.com,
Unknown,generic,http://movies.kloud.com.bd,
Unknown,generic,http://10.100.100.2,
Unknown,generic,http://kaat.pw,
Unknown,generic,http://lalbatte.net,
Unknown,generic,https://www.flixjar.com,
Unknown,generic,https://bdflixlive.com,
Unknown,generic,http://tokis.xyz,
Unknown,generic,https://salamonline.com.bd,
Unknown,generic,https://www.dolyitcorner.net,
Unknown,generic,http://akkadukka.com,
Unknown,generic,http://103.203.94.1:8065,
Unknown,generic,http://103.86.200.7,
Unknown,generic,http://103.85.197.10,
Unknown,generic,http://103.56.6.6/Data,
Unknown,generic,http://10.1.1.1,
Unknown,generic,http://172.22.22.100,
Unknown,generic,http://10.10.10.10:8080,
Unknown,generic,http://160.202.146.220,
Unknown,generic,http://circleftp.net/,
Unknown,generic,http://fs.ebox.live/,
Unknown,generic,http://cdn1.bossbd.net/,
Unknown,generic,https://www.netathomebd.com/,
Unknown,generic,https://samftp.com/,
Unknown,generic,https://mangogamers.com/,
Unknown,generic,http://ftpbd.net/,
Unknown,generic,http://alphamediazone.com/moviedom/allmovies.php?page=1&entries=64&sort=DESC&w=grid,
Unknown,generic,http://162.12.215.254/,
Unknown,generic,https://bongobd.com/,
Unknown,generic,http://crazyctg.com/,
Unknown,generic,http://mybdplex.com/,
Unknown,generic,http://roarmediazone.com/all-movies.html,
Unknown,generic,http://showtimebd.com/ ,
Unknown,generic,http://elaach.com ,
Unknown,generic,http://naturalbd.com/ ,
Unknown,generic,http://tv.tajpata.com/ ,
Unknown,generic,http://vdomela.com/ ,
Unknown,generic,http://103.119.100.54/ ,
Unknown,generic,http://www.anthousebd.net ,
Unknown,generic,http://www.dhakaftp.com ,
Unknown,generic,http://www.ftpbd.com ,
Unknown,generic,http://media.netmatrixbd.com/ ,
Unknown,generic,http://quickonlineftp.com/ ,
Unknown,generic,http://funtimebd.com/ ,
Unknown,generic,http://dhakamovie.com/ ,
Unknown,generic,http://103.204.244.70/ ,
Unknown,generic,https://kissanime.ru/ ,
Unknown,generic,http://www.funtimebd.com ,
Unknown,generic,http://www.khulnaplex.net ,
Unknown,generic,http://www.mojarftp.com/ ,
Unknown,generic,http://movieboxbd.com ,
Unknown,generic,http://www.bdlan.net ,
Unknown,generic,http://www.ctghall.com ,
Unknown,generic,http://media.dfnbd.net/ ,
Unknown,generic,http://103.70.140.14/ ,
Unknown,generic,http://45.120.114.222/ ,
Unknown,generic,http://live.moviebazar.net/ ,
Unknown,generic,http://starflixbd.com/ ,
Unknown,generic,http://projapoti.live/ ,
Unknown,generic,https://www.rangdhanu.live/ ,
Unknown,generic,https://radio.net.bd/ ,
Unknown,generic,https://hdtv.rangdhanu.live/ ,
Unknown,generic,http://ihub.live/ ,
Unknown,generic,http://103.195.1.50/allmovies.php?page=1&entries=64&sort=DESC&w=grid ,
Unknown,generic,http://pandaclubbd.com/ ,
Unknown,generic,https://sparknetbd.com/ ,
Unknown,generic,http://www.evonetbd.com/ ,
Unknown,generic,http://202.83.124.242:32400/web/index.html# ,
Unknown,generic,http://ado.dfnbd.net/index?a=explore ,
Unknown,generic,http://43.250.83.11/,
Unknown,tv,http://www.ctgtv.live,
Unknown,tv,http://ddn.oncast.me,
Unknown,tv,http://172.20.1.1,
Unknown,tv,http://bdixtv.live,
Unknown,tv,http://103.136.200.246,
Unknown,tv,http://amrbd.com,
Unknown,tv,http://tv.ebox.live,
Unknown,tv,http://tv2.ebox.live,
Unknown,tv,http://smartbox.digital,
Unknown,tv,http://c1live.com,
Unknown,tv,http://otv.ftpbd.net,
Unknown,tv,http://30.30.30.30,
Unknown,tv,http://bokasoka.net:8080,
Unknown,tv,http://172.27.27.27:8080,
Unknown,tv,http://tv.khulnaflix.net,
Unknown,tv,http://bdiptv.stream,
Unknown,tv,http://172.27.27.3,
Unknown,tv,http://plusbox.tv,
Unknown,tv,http://15.1.1.10,
Unknown,tv,http://bdiptv.net,
Unknown,tv,http://bciptv.net,
Unknown,tv,http://dugdugilive.com,
Unknown,tv,http://tv.rangdhanu.live,
Unknown,tv,http://plus.tv.rangdhanu.live,
Unknown,tv,https://hdtv.rangdhanu.live,
Unknown,tv,http://tv.roarzone.info,
Unknown,tv,http://tv.iboxbd.online,
Unknown,tv,http://tv.nagordola.live,
Unknown,tv,http://59.153.100.77,
Unknown,tv,http://tv.dflix.live,
Unknown,tv,http://tv.linktech.net.bd,
Unknown,tv,http://tv.tetrasoftbd.com,
Unknown,tv,http://10.16.100.244/livetv.php,
Unknown,tv,http://live.ctgoz.com,
Unknown,tv,http://projapoti.live,
Unknown,tv,http://103.214.156.2,
Unknown,tv,http://tv.satrong.live,
Unknown,tv,http://tv.aliflailabd.com,
Unknown,tv,http://172.16.50.22,
Unknown,tv,http://172.16.50.2,
Unknown,tv,http://103.102.27.172,
Unknown,tv,https://tv.nbox.live,
Unknown,tv,http://113.212.111.246,
Unknown,tv,http://live.moviebazar.net,
Unknown,tv,http://103.113.224.68,
Unknown,tv,http://tv.anosbd.com,
Unknown,tv,http://tv.flashnetbd.net,
Unknown,tv,http://iptv.itcnbd.com,
Unknown,tv,http://tv.medialink24.net,
Unknown,tv,http://iptv.mcnbd.com,
Unknown,tv,http://172.50.50.8,
Unknown,tv,http://172.27.27.85,
Unknown,tv,https://iptv.ksnetworkbd.com,
Unknown,tv,http://tv.fn-bd.com,
Unknown,tv,http://aklivetv.com,
Unknown,tv,http://live.bdlan.net,
Unknown,tv,http://tv.sparklinkbd.com,
Unknown,tv,http://tv.mtbsl.com,
Unknown,tv,http://livetv.mirpur.online,
Unknown,tv,http://bdtv.live,
Unknown,tv,http://103.150.6.2,
Unknown,tv,http://khulnatv.live,
Unknown,tv,http://khulna.bid,
Unknown,tv,https://livebdix.com,
Unknown,tv,https://tv.livebdix.com,
Unknown,tv,https://iptv.race.net.bd,
Unknown,tv,https://iptv.jadoodigital.com,
Unknown,tv,http://khulnaplex.net/tv,
Unknown,tv,http://tv.ayanmedia.net,
Unknown,tv,http://www.amaze-tv.com,
Unknown,tv,http://175.41.46.16,
Unknown,tv,http://103.84.253.5,
Unknown,tv,http://103.77.188.2,
Unknown,tv,http://11.11.11.11,
Unknown,tv,http://103.138.183.6,
Unknown,tv,http://103.85.196.10,
Unknown,tv,http://172.16.29.28,
Unknown,tv,http://172.17.50.112,
Unknown,tv,http://10.233.233.12,
Unknown,tv,https://www.bioscopelive.com,
Unknown,tv,http://www.jagobd.com,
Unknown,tv,https://beta.jagobd.com,
Unknown,tv,https://bongobd.com,
Unknown,tv,http://tv.bdixsports.com,
Unknown,tv,http://livetv.com.bd,
Unknown,tv,http://durbinlive.com,
Unknown,tv,https://hotflix.stream,
Unknown,tv,http://globalbanglatv.com,
Unknown,tv,https://www.webtvbd.com,
Unknown,tv,https://crichd.tv,
Unknown,generic,http://www.bnet-bd.com,
Unknown,generic,https://www.facebook.com/bnetbd,
Unknown,generic,https://www.facebook.com/bnetnj,
Unknown,generic,https://www.facebook.com/groups/612490872142952,
Unknown,generic,https://www.facebook.com/ftpbd.net,
Unknown,generic,https://www.facebook.com/groups/ftpbd.net,
Unknown,generic,http://ftpbd.net,
Unknown,generic,http://103.58.73.6,
Unknown,generic,http://103.58.73.7,
Unknown,generic,http://103.58.73.8,
Unknown,generic,http://103.58.73.9,
Unknown,generic,http://103.58.73.10,
Unknown,generic,http://103.58.73.10:8096,
Unknown,generic,http://server1.ftpbd.net,
Unknown,generic,http://server1.ftpbd.net/FTP-1,
Unknown,generic,http://server2.ftpbd.net,
Unknown,generic,http://server2.ftpbd.net/FTP-2,
Unknown,generic,http://server3.ftpbd.net,
Unknown,generic,http://server3.ftpbd.net/FTP-3,
Unknown,generic,http://server4.ftpbd.net,
Unknown,generic,http://server4.ftpbd.net/FTP-4,
Unknown,generic,http://server5.ftpbd.net,
Unknown,generic,http://server5.ftpbd.net/FTP-5,
Unknown,generic,http://media.ftpbd.net:8096,
Unknown,generic,https://circlenetworkbd.net,
Unknown,generic,https://www.facebook.com/Circlenetworkbd,
Unknown,generic,https://www.facebook.com/groups/circleftp,
Unknown,generic,https://www.facebook.com/groups/circlenetworkbd.net,
Unknown,generic,http://103.170.204.84,
Unknown,generic,http://new.circleftp.net,
Unknown,generic,http://circleftp.net,
Unknown,generic,http://15.1.1.4,
Unknown,generic,http://ftp4.circleftp.net,
Unknown,generic,http://15.1.1.5,
Unknown,generic,http://old.circleftp.net,
Unknown,generic,http://emby.circleftp.net:8096,
Unknown,generic,https://sambd.com,
Unknown,generic,https://www.facebook.com/samonlinedhaka,
Unknown,generic,https://www.facebook.com/groups/samftp,
Unknown,generic,https://www.facebook.com/groups/samonlineftp,
Unknown,generic,https://www.facebook.com/groups/samonlinebd,
Unknown,generic,https://www.facebook.com/groups/samgamingzone,
Unknown,generic,http://172.16.50.4,
Unknown,generic,http://172.16.50.7,
Unknown,generic,http://movie.sambd.net:8096,
Unknown,generic,https://samftp.com,
Unknown,generic,https://www.cogentbroadband.net,
Unknown,generic,https://www.facebook.com/cogentbroadband,
Unknown,generic,https://www.facebook.com/groups/602803648229309,
Unknown,generic,https://www.facebook.com/groups/451720149173071,
Unknown,generic,http://khulnaflix.net,
Unknown,generic,http://103.153.175.254/NAS1,
Unknown,generic,http://bokasoka.net,
Unknown,generic,http://bokasoka.net/NAS1,
Unknown,generic,http://file.khulnaflix.net,
Unknown,generic,https://www.discoverynetbd.com,
Unknown,generic,https://www.facebook.com/discoveryinternet,
Unknown,generic,https://www.facebook.com/groups/discoveryftp,
Unknown,generic,http://103.120.165.196,
Unknown,generic,http://discoveryftp.net,
